ID,Label,Layer,TSNE_1,TSNE_2,Pred_Prob
sp|Q8VYR0|MCU2_ARATH,0,Input_Layer,19.894287,-6.8254204,0.007325188
sp|O27564|MTHK_METTH,0,Input_Layer,-12.738309,10.394061,0.0011925936
sp|Q21973|BST15_CAEEL,0,Input_Layer,0.34183374,15.620742,0.0020252292
sp|Q03516|RSN1_YEAST,0,Input_Layer,4.7216415,13.151927,0.0047015105
sp|G5EDN0|ACC3_CAEEL,0,Input_Layer,5.6402745,-20.659004,0.0017224418
sp|P48182|ACR2_CAEEL,0,Input_Layer,6.4226675,-18.861027,0.007818242
sp|P34586|TRPL_CAEEL,0,Input_Layer,-0.91047496,6.195495,0.0017879044
sp|Q08BI9|MCU_DANRE,0,Input_Layer,-5.105838,21.232483,0.003588421
sp|Q96T54|KCNKH_HUMAN,1,Input_Layer,-10.544315,-16.290764,0.9984586
sp|A4FV75|TM38A_BOVIN,0,Input_Layer,-23.795568,4.777848,0.0009318112
sp|Q61180|SCNNA_MOUSE,0,Input_Layer,17.0597,7.559001,0.0012753359
sp|O54912|KCNK3_RAT,1,Input_Layer,-10.44055,-13.875538,0.99995255
sp|Q6I7B9|MAT_INCAA,0,Input_Layer,9.68859,21.220858,0.0059505864
sp|P56475|GBRR1_MOUSE,0,Input_Layer,3.5008407,-20.557716,0.0027885402
sp|Q9NY37|ASIC5_HUMAN,0,Input_Layer,17.902231,6.655902,0.0010357739
sp|D3KZG3|TMC1_CAEEL,0,Input_Layer,4.7095304,1.924617,0.0023934813
sp|F1QFU0|TMC1_DANRE,0,Input_Layer,4.501383,3.9738815,0.0025550043
sp|Q9LFN8|GLR26_ARATH,0,Input_Layer,15.660258,-2.4639785,0.0022236553
sp|Q8K3P1|P2RX2_MOUSE,0,Input_Layer,16.942724,4.0841827,0.003441921
sp|Q9Z307|KCJ16_MOUSE,1,Input_Layer,-4.0331507,-14.812476,0.99977607
sp|Q18593|CLHM1_CAEEL,1,Input_Layer,-3.373928,-9.314139,0.9880751
sp|P54244|ACH3_CAEEL,0,Input_Layer,7.7871914,-19.678518,0.0050669694
sp|P33085|SHAKB_DROME,0,Input_Layer,-0.0443228,-20.259346,0.007066605
sp|Q9UK17|KCND3_HUMAN,1,Input_Layer,-7.5765305,-1.9428682,0.999569
sp|P45963|ACR7_CAEEL,0,Input_Layer,8.66773,-17.38944,0.005071084
sp|A0MFS9|CACLC_ARATH,0,Input_Layer,1.9063585,8.819648,0.0062747705
sp|Q12252|PHM7_YEAST,0,Input_Layer,4.7322865,13.223167,0.0015403535
sp|P9WP63|FLUC1_MYCTU,0,Input_Layer,25.180794,-4.5511622,0.0016499086
sp|Q12791|KCMA1_HUMAN,1,Input_Layer,-19.345089,-3.3667195,0.9984444
sp|F4I248|CSCLB_ARATH,0,Input_Layer,3.6516304,9.885684,0.0013477767
sp|G5ECT0|PBO5_CAEEL,0,Input_Layer,9.6987,-18.720581,0.0025053262
sp|Q11069|TMC2_CAEEL,0,Input_Layer,4.683991,1.8772373,0.00093534216
sp|A0A0U1QT59|TMC_DROME,0,Input_Layer,5.581029,1.0246449,0.0005471426
sp|O18276|GBRB_CAEEL,0,Input_Layer,5.81296,-21.793943,0.0030473424
sp|Q60934|GRIK1_MOUSE,0,Input_Layer,5.3278666,-4.1369677,0.005967939
sp|P29993|ITPR_DROME,0,Input_Layer,-6.388344,14.972111,0.0010188158
sp|Q91WD2|TRPV6_MOUSE,0,Input_Layer,-2.8000367,1.6945935,0.005869132
sp|P79100|TRPC4_BOVIN,0,Input_Layer,-1.5925039,-0.29794183,0.0050041764
sp|Q8CFS6|KCNV2_MOUSE,1,Input_Layer,-7.4133453,0.7322893,0.99941325
sp|Q9VDH6|IR93A_DROME,0,Input_Layer,11.014516,-3.408746,0.0006032061
sp|P51800|CLCKA_HUMAN,1,Input_Layer,8.5960455,-9.371356,0.9985014
sp|P70227|ITPR3_MOUSE,0,Input_Layer,-6.200365,14.013809,0.004175174
sp|P0DTC3|AP3A_SARS2,0,Input_Layer,9.632741,21.229078,0.0037051577
sp|Q2HJ63|CAHM2_BOVIN,0,Input_Layer,-2.3257253,-8.0504875,0.10355288
sp|O14764|GBRD_HUMAN,0,Input_Layer,3.4541008,-21.297123,0.0038529723
sp|P04758|ACHB_BOVIN,0,Input_Layer,4.1284013,-17.949623,0.003023816
sp|Q7RTX7|CTSR4_HUMAN,1,Input_Layer,-7.0735946,5.773897,0.9995541
sp|Q25011|FANA_CORAP,0,Input_Layer,22.40396,10.040795,0.0009405387
sp|Q9VAS7|INX3_DROME,0,Input_Layer,0.8353394,21.52881,0.008006417
sp|Q5N941|POLLU_ORYSJ,0,Input_Layer,11.677539,10.636442,0.003522111
sp|Q19746|INX3_CAEEL,0,Input_Layer,1.1672472,20.192226,0.0030248093
